;50.634445,3.048384;50.631068,3.042985;50.631682,3.042381;50.631936,3.041853;50.635331,3.046715;50.635378,3.047095;50.635121,3.047575;50.634485,3.054061;50.636339,3.053165;50.63176,3.049094;50.631164,3.049742;50.631512,3.046514;50.631246,3.044121;50.625615,3.047804;50.625355,3.050008;50.625567,3.048748;50.625472,3.048837;50.628224,3.053944;50.630734,3.054799;50.631658,3.051604;50.625386,3.034915;50.62791,3.034573;50.623975,3.040876;50.626337,3.045418;50.627615,3.046426;50.627868,3.046266;50.627351,3.046834;50.628954,3.038573;50.627441,3.045699;50.627978,3.047357;50.633589,3.059981;50.637043,3.058569;50.63446,3.054171;50.634965,3.053704;50.635384,3.054206;50.627073,3.066804;50.627066,3.042964;50.645411,3.059484;50.63277,3.042354;50.631574,3.040774;50.633207,3.054728;50.633179,3.054345;50.633433,3.055845;50.632866,3.053006;50.632438,3.050614;50.635058,3.050859;50.628832,3.049834;50.629149,3.051267;50.629083,3.05039;50.62929,3.049211;50.629913,3.049549;50.626132,3.059704;50.626434,3.059438;50.626153,3.060522;50.624837,3.061384;50.625077,3.060735;50.62479,3.059539;50.624182,3.06045;50.623496,3.064907;50.623087,3.06643;50.624739,3.067318;50.621942,3.041473;50.622637,3.042049;50.62196,3.042472;50.6216,3.043302;50.622412,3.043979;50.623041,3.043312;50.622379,3.038301;50.619929,3.049727;50.625395,3.043248;50.630847,3.067337;50.640557,3.083593;50.638,3.056016;50.629979,3.051115;50.629705,3.051757
50.634445,3.048384;0.0;517.0;500.0;460.0;128.0;99.0;69.0;343.0;392.0;272.0;329.0;287.0;442.0;876.0;909.0;867.0;876.0;655.0;450.0;328.0;1054.0;983.0;1037.0;822.0;679.0;661.0;711.0;828.0;699.0;625.0;686.0;704.0;350.0;331.0;374.0;1192.0;725.0;1153.0;435.0;531.0;360.0;341.0;436.0;286.0;249.0;179.0;564.0;543.0;591.0;514.0;470.0;976.0;967.0;1017.0;1087.0;1082.0;1040.0;1114.0;1335.0;1417.0;1234.0;1256.0;1189.0;1255.0;1304.0;1190.0;1115.0;1168.0;1410.0;886.0;1173.0;2128.0;585.0;448.0;489.0
50.631068,3.042985;517.0;0.0;56.0;97.0;460.0;489.0;519.0;849.0;891.0;477.0;473.0;305.0;75.0;598.0;650.0;621.0;630.0;814.0;823.0;591.0;728.0;620.0;741.0;526.0;434.0;416.0;466.0;465.0;404.0;380.0;1085.0;1152.0;845.0;836.0;880.0;1565.0;429.0;1653.0;177.0;168.0;759.0;740.0;835.0;659.0;571.0;678.0;521.0;594.0;548.0;472.0;484.0;1136.0;1138.0;1177.0;1285.0;1245.0;1200.0;1265.0;1603.0;1700.0;1607.0;960.0;893.0;960.0;1009.0;894.0;820.0;872.0;1114.0;591.0;1572.0;2515.0;1084.0;592.0;603.0
50.631682,3.042381;500.0;56.0;0.0;40.0;403.0;433.0;462.0;844.0;864.0;534.0;530.0;361.0;132.0;654.0;707.0;678.0;687.0;870.0;879.0;647.0;814.0;563.0;798.0;582.0;490.0;472.0;522.0;409.0;460.0;436.0;1141.0;1175.0;850.0;831.0;875.0;1622.0;485.0;1625.0;121.0;111.0;815.0;796.0;891.0;716.0;627.0;679.0;578.0;650.0;605.0;529.0;540.0;1192.0;1194.0;1234.0;1342.0;1301.0;1256.0;1322.0;1660.0;1757.0;1664.0;1016.0;950.0;1016.0;1065.0;950.0;876.0;929.0;1171.0;647.0;1629.0;2571.0;1056.0;649.0;659.0
50.631936,3.041853;460.0;97.0;40.0;0.0;363.0;392.0;422.0;804.0;823.0;521.0;579.0;350.0;176.0;704.0;751.0;722.0;731.0;919.0;910.0;696.0;773.0;523.0;847.0;632.0;555.0;537.0;587.0;368.0;509.0;480.0;1146.0;1134.0;810.0;791.0;834.0;1652.0;535.0;1584.0;80.0;71.0;820.0;801.0;896.0;746.0;603.0;639.0;627.0;700.0;654.0;578.0;589.0;1285.0;1287.0;1326.0;1434.0;1394.0;1349.0;1414.0;1709.0;1806.0;1694.0;1065.0;999.0;1065.0;1114.0;1000.0;925.0;978.0;1220.0;696.0;1633.0;2589.0;1016.0;698.0;710.0
50.635331,3.046715;128.0;460.0;403.0;363.0;0.0;29.0;58.0;472.0;460.0;390.0;447.0;373.0;434.0;963.0;996.0;954.0;962.0;783.0;578.0;457.0;1136.0;886.0;1124.0;908.0;766.0;748.0;798.0;731.0;786.0;712.0;814.0;771.0;478.0;459.0;503.0;1320.0;811.0;1221.0;338.0;434.0;488.0;469.0;564.0;415.0;377.0;307.0;650.0;661.0;678.0;601.0;589.0;1104.0;1096.0;1146.0;1215.0;1210.0;1168.0;1242.0;1464.0;1546.0;1363.0;1342.0;1276.0;1342.0;1391.0;1276.0;1202.0;1255.0;1497.0;973.0;1302.0;2257.0;652.0;566.0;608.0
50.635378,3.047095;99.0;489.0;433.0;392.0;29.0;0.0;29.0;443.0;471.0;371.0;428.0;386.0;463.0;976.0;1009.0;966.0;975.0;754.0;549.0;428.0;1153.0;915.0;1136.0;921.0;779.0;761.0;810.0;760.0;799.0;724.0;785.0;782.0;449.0;430.0;474.0;1291.0;824.0;1232.0;367.0;463.0;459.0;440.0;535.0;385.0;348.0;278.0;663.0;642.0;690.0;614.0;570.0;1075.0;1067.0;1116.0;1182.0;1181.0;1139.0;1213.0;1434.0;1516.0;1334.0;1355.0;1288.0;1355.0;1404.0;1289.0;1215.0;1267.0;1509.0;986.0;1273.0;2228.0;663.0;547.0;588.0
50.635121,3.047575;69.0;519.0;462.0;422.0;58.0;29.0;0.0;413.0;462.0;342.0;399.0;356.0;511.0;946.0;979.0;937.0;945.0;724.0;519.0;398.0;1124.0;945.0;1107.0;891.0;749.0;731.0;781.0;790.0;769.0;695.0;755.0;773.0;420.0;400.0;444.0;1262.0;794.0;1223.0;397.0;493.0;430.0;410.0;505.0;356.0;319.0;248.0;633.0;613.0;660.0;584.0;540.0;1045.0;1037.0;1087.0;1152.0;1152.0;1109.0;1183.0;1405.0;1487.0;1304.0;1325.0;1259.0;1325.0;1374.0;1259.0;1185.0;1238.0;1480.0;956.0;1243.0;2198.0;655.0;518.0;559.0
50.634485,3.054061;343.0;849.0;844.0;804.0;472.0;443.0;413.0;0.0;219.0;435.0;431.0;607.0;776.0;966.0;953.0;957.0;966.0;586.0;326.0;360.0;1318.0;1327.0;1295.0;1008.0;852.0;834.0;884.0;1130.0;885.0;818.0;396.0;406.0;6.0;52.0;96.0;903.0;975.0;1195.0;779.0;875.0;157.0;156.0;120.0;192.0;340.0;224.0;709.0;565.0;611.0;660.0;572.0;852.0;844.0;893.0;963.0;958.0;916.0;990.0;1211.0;1293.0;1111.0;1430.0;1364.0;1430.0;1479.0;1364.0;1290.0;1426.0;1383.0;1101.0;878.0;1795.0;450.0;517.0;558.0
50.636339,3.053165;392.0;891.0;864.0;823.0;460.0;471.0;462.0;219.0;0.0;646.0;616.0;660.0;815.0;1149.0;1135.0;1140.0;1148.0;768.0;509.0;545.0;1428.0;1347.0;1411.0;1195.0;1053.0;1035.0;1085.0;1192.0;1073.0;999.0;465.0;383.0;225.0;166.0;122.0;1080.0;1098.0;976.0;799.0;894.0;339.0;357.0;304.0;393.0;525.0;197.0;895.0;748.0;793.0;845.0;757.0;1035.0;1026.0;1076.0;1146.0;1141.0;1099.0;1173.0;1394.0;1476.0;1293.0;1629.0;1563.0;1629.0;1678.0;1563.0;1489.0;1542.0;1565.0;1260.0;946.0;1858.0;368.0;735.0;776.0
50.63176,3.049094;272.0;477.0;534.0;521.0;390.0;371.0;342.0;435.0;646.0;0.0;57.0;233.0;402.0;695.0;681.0;685.0;694.0;435.0;406.0;174.0;944.0;1044.0;921.0;667.0;511.0;493.0;543.0;755.0;544.0;444.0;668.0;735.0;429.0;478.0;522.0;1148.0;601.0;1407.0;497.0;592.0;342.0;323.0;418.0;243.0;154.0;432.0;335.0;270.0;316.0;286.0;198.0;842.0;844.0;884.0;989.0;948.0;906.0;971.0;1292.0;1374.0;1191.0;1139.0;1073.0;1139.0;1188.0;1073.0;999.0;1052.0;1203.0;747.0;1156.0;2098.0;779.0;175.0;217.0
50.631164,3.049742;329.0;473.0;530.0;579.0;447.0;428.0;399.0;431.0;616.0;57.0;0.0;228.0;397.0;642.0;628.0;632.0;641.0;378.0;338.0;170.0;955.0;1015.0;886.0;609.0;454.0;436.0;486.0;751.0;487.0;400.0;664.0;754.0;424.0;474.0;517.0;1086.0;590.0;1464.0;549.0;645.0;338.0;319.0;414.0;238.0;150.0;489.0;282.0;213.0;259.0;233.0;160.0;785.0;787.0;827.0;932.0;891.0;849.0;914.0;1229.0;1311.0;1128.0;1101.0;1038.0;1104.0;1153.0;1039.0;964.0;1048.0;1150.0;703.0;1149.0;2094.0;775.0;118.0;160.0
50.631512,3.046514;287.0;305.0;361.0;350.0;373.0;386.0;356.0;607.0;660.0;233.0;228.0;0.0;229.0;636.0;622.0;626.0;635.0;569.0;578.0;346.0;841.0;873.0;825.0;604.0;448.0;430.0;480.0;653.0;481.0;394.0;840.0;907.0;600.0;605.0;649.0;1320.0;512.0;1422.0;325.0;421.0;514.0;495.0;590.0;414.0;326.0;447.0;276.0;349.0;304.0;227.0;239.0;934.0;936.0;975.0;1083.0;1043.0;998.0;1063.0;1358.0;1456.0;1344.0;1043.0;977.0;1043.0;1092.0;977.0;903.0;955.0;1145.0;697.0;1327.0;2270.0;853.0;347.0;360.0
50.631246,3.044121;442.0;75.0;132.0;176.0;434.0;463.0;511.0;776.0;815.0;402.0;397.0;229.0;0.0;555.0;575.0;546.0;555.0;738.0;747.0;515.0;733.0;699.0;716.0;501.0;358.0;340.0;390.0;544.0;378.0;304.0;1009.0;1076.0;770.0;760.0;804.0;1489.0;404.0;1577.0;151.0;247.0;683.0;664.0;759.0;584.0;495.0;602.0;446.0;518.0;473.0;396.0;408.0;1060.0;1062.0;1101.0;1209.0;1169.0;1124.0;1189.0;1527.0;1625.0;1532.0;934.0;868.0;934.0;983.0;869.0;794.0;847.0;1089.0;565.0;1497.0;2439.0;1008.0;516.0;527.0
50.625615,3.047804;876.0;598.0;654.0;704.0;963.0;976.0;946.0;966.0;1149.0;695.0;642.0;636.0;555.0;0.0;155.0;114.0;105.0;511.0;640.0;701.0;879.0;969.0;532.0;190.0;201.0;219.0;169.0;705.0;194.0;251.0;972.0;1271.0;960.0;1019.0;1063.0;1065.0;378.0;2011.0;707.0;632.0;846.0;865.0;917.0;873.0;789.0;1037.0;359.0;458.0;413.0;408.0;503.0;640.0;642.0;682.0;790.0;749.0;704.0;770.0;1059.0;1157.0;1068.0;597.0;428.0;494.0;543.0;428.0;354.0;669.0;524.0;367.0;1260.0;2422.0;1292.0;516.0;518.0
50.625355,3.050008;909.0;650.0;707.0;751.0;996.0;1009.0;979.0;953.0;1135.0;681.0;628.0;622.0;575.0;155.0;0.0;92.0;83.0;375.0;626.0;687.0;944.0;1074.0;589.0;349.0;306.0;325.0;275.0;864.0;353.0;270.0;958.0;1257.0;946.0;1006.0;1049.0;942.0;537.0;2031.0;726.0;822.0;832.0;851.0;903.0;860.0;771.0;1056.0;345.0;444.0;399.0;394.0;490.0;517.0;520.0;559.0;667.0;626.0;582.0;647.0;926.0;1023.0;945.0;570.0;486.0;597.0;613.0;490.0;412.0;726.0;564.0;424.0;1137.0;2408.0;1278.0;502.0;504.0
50.625567,3.048748;867.0;621.0;678.0;722.0;954.0;966.0;937.0;957.0;1140.0;685.0;632.0;626.0;546.0;114.0;92.0;0.0;8.0;435.0;630.0;691.0;946.0;1036.0;599.0;257.0;214.0;232.0;183.0;772.0;261.0;241.0;962.0;1261.0;951.0;1010.0;1054.0;1001.0;445.0;2002.0;698.0;699.0;836.0;855.0;908.0;864.0;779.0;1027.0;350.0;449.0;403.0;399.0;494.0;577.0;579.0;618.0;726.0;686.0;641.0;706.0;1001.0;1099.0;1005.0;529.0;445.0;511.0;560.0;445.0;371.0;736.0;549.0;434.0;1197.0;2413.0;1282.0;506.0;508.0
50.625472,3.048837;876.0;630.0;687.0;731.0;962.0;975.0;945.0;966.0;1148.0;694.0;641.0;635.0;555.0;105.0;83.0;8.0;0.0;426.0;639.0;700.0;894.0;1045.0;539.0;266.0;223.0;241.0;191.0;781.0;269.0;250.0;971.0;1270.0;960.0;1019.0;1063.0;993.0;454.0;2011.0;706.0;708.0;845.0;864.0;917.0;873.0;788.0;1036.0;358.0;458.0;412.0;408.0;503.0;568.0;570.0;610.0;718.0;677.0;632.0;698.0;992.0;1090.0;996.0;520.0;436.0;502.0;551.0;437.0;362.0;676.0;540.0;374.0;1188.0;2421.0;1291.0;515.0;517.0
50.628224,3.053944;655.0;814.0;870.0;919.0;783.0;754.0;724.0;586.0;768.0;435.0;378.0;569.0;738.0;511.0;375.0;435.0;426.0;0.0;259.0;326.0;1257.0;1347.0;910.0;568.0;525.0;543.0;494.0;1083.0;572.0;469.0;591.0;890.0;579.0;638.0;682.0;787.0;756.0;1677.0;884.0;980.0;465.0;484.0;536.0;493.0;405.0;755.0;334.0;219.0;265.0;341.0;337.0;396.0;398.0;438.0;546.0;505.0;460.0;536.0;850.0;947.0;824.0;974.0;908.0;974.0;1023.0;909.0;834.0;1047.0;884.0;745.0;888.0;2041.0;911.0;259.0;241.0
50.630734,3.054799;450.0;823.0;879.0;910.0;578.0;549.0;519.0;326.0;509.0;406.0;338.0;578.0;747.0;640.0;626.0;630.0;639.0;259.0;0.0;226.0;1258.0;1365.0;1039.0;697.0;622.0;604.0;623.0;1101.0;655.0;473.0;412.0;630.0;320.0;379.0;423.0;821.0;757.0;1418.0;899.0;995.0;205.0;224.0;277.0;258.0;311.0;496.0;338.0;239.0;284.0;361.0;327.0;526.0;528.0;567.0;672.0;632.0;590.0;664.0;964.0;1047.0;864.0;1103.0;1037.0;1103.0;1152.0;1038.0;963.0;1176.0;1056.0;874.0;885.0;1855.0;651.0;254.0;212.0
50.631658,3.051604;328.0;591.0;647.0;696.0;457.0;428.0;398.0;360.0;545.0;174.0;170.0;346.0;515.0;701.0;687.0;691.0;700.0;326.0;226.0;0.0;1073.0;1133.0;952.0;676.0;520.0;502.0;552.0;869.0;553.0;466.0;566.0;683.0;353.0;402.0;446.0;1007.0;656.0;1464.0;667.0;762.0;267.0;248.0;343.0;167.0;79.0;404.0;348.0;280.0;325.0;299.0;226.0;699.0;701.0;740.0;856.0;816.0;763.0;838.0;1150.0;1232.0;1049.0;1170.0;1104.0;1170.0;1219.0;1104.0;1030.0;1180.0;1215.0;769.0;1070.0;2009.0;703.0;185.0;226.0
50.625386,3.034915;1054.0;728.0;814.0;773.0;1136.0;1153.0;1124.0;1318.0;1428.0;944.0;955.0;841.0;733.0;879.0;944.0;946.0;894.0;1257.0;1258.0;1073.0;0.0;378.0;377.0;708.0;763.0;745.0;795.0;469.0;717.0;834.0;1551.0;1618.0;1311.0;1373.0;1416.0;1881.0;515.0;2189.0;854.0;702.0;1225.0;1206.0;1301.0;1125.0;1037.0;1214.0;987.0;1043.0;997.0;938.0;950.0;1457.0;1459.0;1498.0;1670.0;1566.0;1521.0;1584.0;1790.0;1887.0;1885.0;475.0;498.0;543.0;611.0;641.0;572.0;356.0;1081.0;547.0;2038.0;2981.0;1621.0;1058.0;1069.0
50.62791,3.034573;983.0;620.0;563.0;523.0;886.0;915.0;945.0;1327.0;1347.0;1044.0;1015.0;873.0;699.0;969.0;1074.0;1036.0;1045.0;1347.0;1365.0;1133.0;378.0;0.0;509.0;791.0;846.0;828.0;878.0;327.0;800.0;917.0;1634.0;1658.0;1333.0;1314.0;1358.0;1986.0;598.0;2107.0;603.0;452.0;1308.0;1289.0;1384.0;1208.0;1120.0;1162.0;1070.0;1126.0;1080.0;1021.0;1033.0;1562.0;1564.0;1603.0;1773.0;1671.0;1626.0;1686.0;1892.0;1989.0;1989.0;681.0;703.0;748.0;816.0;832.0;757.0;648.0;1183.0;652.0;2121.0;3064.0;1539.0;1141.0;1152.0
50.623975,3.040876;1037.0;741.0;798.0;847.0;1124.0;1136.0;1107.0;1295.0;1411.0;921.0;886.0;825.0;716.0;532.0;589.0;599.0;539.0;910.0;1039.0;952.0;377.0;509.0;0.0;426.0;600.0;535.0;568.0;523.0;549.0;650.0;1371.0;1595.0;1289.0;1338.0;1382.0;1498.0;345.0;2172.0;868.0;776.0;1203.0;1183.0;1316.0;1103.0;1015.0;1198.0;758.0;857.0;812.0;713.0;748.0;1074.0;1076.0;1116.0;1274.0;1183.0;1138.0;1187.0;1393.0;1490.0;1502.0;215.0;237.0;282.0;351.0;331.0;256.0;287.0;684.0;315.0;1748.0;2821.0;1604.0;915.0;917.0
50.626337,3.045418;822.0;526.0;582.0;632.0;908.0;921.0;891.0;1008.0;1195.0;667.0;609.0;604.0;501.0;190.0;349.0;257.0;266.0;568.0;697.0;676.0;708.0;791.0;426.0;0.0;258.0;276.0;226.0;520.0;122.0;308.0;1029.0;1328.0;1017.0;1077.0;1120.0;1255.0;193.0;1958.0;667.0;562.0;903.0;922.0;974.0;837.0;749.0;983.0;416.0;515.0;470.0;465.0;472.0;831.0;833.0;872.0;980.0;940.0;895.0;960.0;1250.0;1347.0;1259.0;491.0;425.0;491.0;540.0;425.0;351.0;563.0;604.0;262.0;1406.0;2479.0;1349.0;573.0;575.0
50.627615,3.046426;679.0;434.0;490.0;555.0;766.0;779.0;749.0;852.0;1053.0;511.0;454.0;448.0;358.0;201.0;306.0;214.0;223.0;525.0;622.0;520.0;763.0;846.0;600.0;258.0;0.0;18.0;31.0;584.0;154.0;192.0;986.0;1173.0;866.0;915.0;959.0;1216.0;257.0;1814.0;510.0;484.0;780.0;761.0;856.0;680.0;592.0;840.0;328.0;400.0;355.0;281.0;316.0;792.0;794.0;833.0;941.0;901.0;856.0;921.0;1216.0;1313.0;1220.0;664.0;598.0;664.0;713.0;598.0;524.0;737.0;725.0;370.0;1363.0;2436.0;1246.0;403.0;414.0
50.627868,3.046266;661.0;416.0;472.0;537.0;748.0;761.0;731.0;834.0;1035.0;493.0;436.0;430.0;340.0;219.0;325.0;232.0;241.0;543.0;604.0;502.0;745.0;828.0;535.0;276.0;18.0;0.0;49.0;566.0;136.0;174.0;964.0;1154.0;848.0;897.0;941.0;1234.0;239.0;1796.0;492.0;466.0;762.0;742.0;837.0;662.0;574.0;822.0;309.0;382.0;337.0;263.0;298.0;810.0;812.0;851.0;959.0;919.0;874.0;939.0;1234.0;1331.0;1238.0;682.0;616.0;682.0;731.0;616.0;542.0;755.0;743.0;351.0;1381.0;2406.0;1228.0;385.0;396.0
50.627351,3.046834;711.0;466.0;522.0;587.0;798.0;810.0;781.0;884.0;1085.0;543.0;486.0;480.0;390.0;169.0;275.0;183.0;191.0;494.0;623.0;552.0;795.0;878.0;568.0;226.0;31.0;49.0;0.0;616.0;186.0;223.0;955.0;1204.0;898.0;947.0;991.0;1184.0;288.0;1846.0;542.0;516.0;812.0;792.0;900.0;712.0;624.0;871.0;342.0;432.0;386.0;313.0;348.0;760.0;762.0;802.0;910.0;869.0;824.0;890.0;1184.0;1282.0;1188.0;632.0;566.0;632.0;681.0;567.0;492.0;705.0;693.0;403.0;1331.0;2405.0;1278.0;434.0;445.0
50.628954,3.038573;828.0;465.0;409.0;368.0;731.0;760.0;790.0;1130.0;1192.0;755.0;751.0;653.0;544.0;705.0;864.0;772.0;781.0;1083.0;1101.0;869.0;469.0;327.0;523.0;520.0;584.0;566.0;616.0;0.0;529.0;646.0;1363.0;1430.0;1123.0;1159.0;1203.0;1770.0;327.0;1952.0;449.0;297.0;1037.0;1018.0;1113.0;937.0;849.0;1026.0;799.0;854.0;809.0;750.0;761.0;1346.0;1348.0;1387.0;1495.0;1455.0;1410.0;1475.0;1713.0;1810.0;1774.0;695.0;708.0;774.0;823.0;708.0;634.0;662.0;1012.0;488.0;1850.0;2792.0;1384.0;870.0;881.0
50.627441,3.045699;699.0;404.0;460.0;509.0;786.0;799.0;769.0;885.0;1073.0;544.0;487.0;481.0;378.0;194.0;353.0;261.0;269.0;572.0;655.0;553.0;717.0;800.0;549.0;122.0;154.0;136.0;186.0;529.0;0.0;225.0;1033.0;1205.0;899.0;948.0;992.0;1259.0;208.0;1835.0;543.0;438.0;813.0;793.0;888.0;713.0;625.0;860.0;361.0;433.0;388.0;314.0;349.0;835.0;837.0;876.0;984.0;944.0;899.0;964.0;1254.0;1351.0;1262.0;613.0;547.0;613.0;662.0;547.0;473.0;686.0;727.0;320.0;1409.0;2483.0;1266.0;436.0;447.0
50.627978,3.047357;625.0;380.0;436.0;480.0;712.0;724.0;695.0;818.0;999.0;444.0;400.0;394.0;304.0;251.0;270.0;241.0;250.0;469.0;473.0;466.0;834.0;917.0;650.0;308.0;192.0;174.0;223.0;646.0;225.0;0.0;815.0;1104.0;812.0;861.0;905.0;1186.0;327.0;1760.0;456.0;551.0;678.0;706.0;750.0;626.0;537.0;785.0;161.0;233.0;188.0;183.0;261.0;756.0;758.0;797.0;905.0;865.0;820.0;885.0;1180.0;1277.0;1183.0;714.0;648.0;714.0;763.0;649.0;574.0;787.0;775.0;440.0;1249.0;2258.0;1124.0;328.0;330.0
50.633589,3.059981;686.0;1085.0;1141.0;1146.0;814.0;785.0;755.0;396.0;465.0;668.0;664.0;840.0;1009.0;972.0;958.0;962.0;971.0;591.0;412.0;566.0;1551.0;1634.0;1371.0;1029.0;986.0;964.0;955.0;1363.0;1033.0;815.0;0.0;349.0;384.0;448.0;404.0;718.0;1097.0;1213.0;1161.0;1256.0;325.0;344.0;280.0;425.0;573.0;653.0;680.0;581.0;626.0;703.0;667.0;776.0;712.0;756.0;815.0;826.0;903.0;901.0;1067.0;1149.0;966.0;1435.0;1369.0;1435.0;1484.0;1370.0;1295.0;1508.0;1388.0;1206.0;487.0;1442.0;541.0;596.0;555.0
50.637043,3.058569;704.0;1152.0;1175.0;1134.0;771.0;782.0;773.0;406.0;383.0;735.0;754.0;907.0;1076.0;1271.0;1257.0;1261.0;1270.0;890.0;630.0;683.0;1618.0;1658.0;1595.0;1328.0;1173.0;1154.0;1204.0;1430.0;1205.0;1104.0;349.0;0.0;399.0;373.0;329.0;1015.0;1275.0;863.0;1117.0;1213.0;438.0;456.0;408.0;492.0;640.0;538.0;962.0;847.0;892.0;913.0;872.0;1063.0;999.0;1043.0;1101.0;1112.0;1146.0;1188.0;1354.0;1436.0;1253.0;1711.0;1645.0;1711.0;1760.0;1645.0;1571.0;1726.0;1664.0;1382.0;749.0;1565.0;191.0;798.0;839.0
50.63446,3.054171;350.0;845.0;850.0;810.0;478.0;449.0;420.0;6.0;225.0;429.0;424.0;600.0;770.0;960.0;946.0;951.0;960.0;579.0;320.0;353.0;1311.0;1333.0;1289.0;1017.0;866.0;848.0;898.0;1123.0;899.0;812.0;384.0;399.0;0.0;59.0;102.0;896.0;969.0;1201.0;785.0;881.0;151.0;149.0;113.0;186.0;334.0;231.0;703.0;559.0;605.0;654.0;566.0;846.0;837.0;887.0;957.0;952.0;910.0;984.0;1205.0;1287.0;1104.0;1424.0;1357.0;1423.0;1472.0;1358.0;1284.0;1420.0;1377.0;1095.0;871.0;1789.0;443.0;510.0;551.0
50.634965,3.053704;331.0;836.0;831.0;791.0;459.0;430.0;400.0;52.0;166.0;478.0;474.0;605.0;760.0;1019.0;1006.0;1010.0;1019.0;638.0;379.0;402.0;1373.0;1314.0;1338.0;1077.0;915.0;897.0;947.0;1159.0;948.0;861.0;448.0;373.0;59.0;0.0;43.0;956.0;1018.0;1142.0;766.0;862.0;210.0;199.0;173.0;235.0;383.0;211.0;752.0;618.0;664.0;703.0;615.0;905.0;897.0;946.0;1016.0;1011.0;969.0;1043.0;1264.0;1346.0;1164.0;1483.0;1416.0;1483.0;1532.0;1417.0;1343.0;1469.0;1436.0;1164.0;930.0;1848.0;416.0;592.0;634.0
50.635384,3.054206;374.0;880.0;875.0;834.0;503.0;474.0;444.0;96.0;122.0;522.0;517.0;649.0;804.0;1063.0;1049.0;1054.0;1063.0;682.0;423.0;446.0;1416.0;1358.0;1382.0;1120.0;959.0;941.0;991.0;1203.0;992.0;905.0;404.0;329.0;102.0;43.0;0.0;999.0;1062.0;1098.0;810.0;905.0;254.0;242.0;216.0;278.0;426.0;255.0;796.0;662.0;708.0;747.0;659.0;949.0;940.0;990.0;1060.0;1055.0;1013.0;1087.0;1308.0;1390.0;1207.0;1527.0;1460.0;1526.0;1575.0;1461.0;1386.0;1513.0;1479.0;1208.0;892.0;1804.0;373.0;636.0;677.0
50.627073,3.066804;1192.0;1565.0;1622.0;1652.0;1320.0;1291.0;1262.0;903.0;1080.0;1148.0;1086.0;1320.0;1489.0;1065.0;942.0;1001.0;993.0;787.0;821.0;1007.0;1881.0;1986.0;1498.0;1255.0;1216.0;1234.0;1184.0;1770.0;1259.0;1186.0;718.0;1015.0;896.0;956.0;999.0;0.0;1453.0;1803.0;1658.0;1753.0;838.0;857.0;782.0;962.0;1070.0;1127.0;1087.0;969.0;1014.0;1090.0;1062.0;430.0;493.0;388.0;447.0;457.0;542.0;524.0;489.0;460.0;345.0;1586.0;1402.0;1518.0;1451.0;1421.0;1328.0;1641.0;1242.0;1340.0;507.0;1797.0;1206.0;983.0;942.0
50.627066,3.042964;725.0;429.0;485.0;535.0;811.0;824.0;794.0;975.0;1098.0;601.0;590.0;512.0;404.0;378.0;537.0;445.0;454.0;756.0;757.0;656.0;515.0;598.0;345.0;193.0;257.0;239.0;288.0;327.0;208.0;327.0;1097.0;1275.0;969.0;1018.0;1062.0;1453.0;0.0;1860.0;555.0;463.0;883.0;863.0;958.0;783.0;695.0;885.0;463.0;536.0;491.0;417.0;452.0;1019.0;1021.0;1060.0;1168.0;1128.0;1083.0;1148.0;1385.0;1483.0;1447.0;559.0;496.0;563.0;612.0;497.0;423.0;573.0;685.0;161.0;1594.0;2560.0;1291.0;539.0;550.0
50.645411,3.059484;1153.0;1653.0;1625.0;1584.0;1221.0;1232.0;1223.0;1195.0;976.0;1407.0;1464.0;1422.0;1577.0;2011.0;2031.0;2002.0;2011.0;1677.0;1418.0;1464.0;2189.0;2107.0;2172.0;1958.0;1814.0;1796.0;1846.0;1952.0;1835.0;1760.0;1213.0;863.0;1201.0;1142.0;1098.0;1803.0;1860.0;0.0;1595.0;1685.0;1249.0;1266.0;1214.0;1302.0;1414.0;1133.0;1728.0;1708.0;1755.0;1679.0;1635.0;1927.0;1863.0;1948.0;2007.0;2018.0;2008.0;2093.0;2181.0;2152.0;2050.0;2420.0;2354.0;2420.0;2469.0;2354.0;2280.0;2333.0;2575.0;2051.0;1466.0;1711.0;860.0;1613.0;1654.0
